,Unnamed: 0,Filename,Quality_1,Quality_2,Quality_3,Quality_4,Quality_5,Predicted_Quality
101,101,video10592[1].mp4__frame44.png,0.0,0.009000000000000001,0.873,0.092,0.064,3.3249999999999997
102,102,video10592[1].mp4__frame66.png,0.0,0.067,0.23600000000000002,0.826,0.027999999999999997,4.2860000000000005
103,103,video10592[1].mp4__frame88.png,0.7190000000000001,0.5329999999999999,0.008,0.001,0.001,1.818
104,104,video10593[1].mp4__frame110.png,0.9059999999999999,0.005,0.0,0.0,0.0,0.9159999999999999
105,105,video10593[1].mp4__frame132.png,0.82,0.24,0.107,0.001,0.0,1.6249999999999998
106,106,video10593[1].mp4__frame154.png,0.7240000000000001,0.523,0.013000000000000001,0.0,0.0,1.8090000000000002
107,107,video10593[1].mp4__frame176.png,0.081,0.105,0.8320000000000001,0.126,0.003,3.306
108,108,video10593[1].mp4__frame22.png,0.002,0.0,0.9059999999999999,0.003,0.002,2.7419999999999995
109,109,video10593[1].mp4__frame44.png,0.5760000000000001,0.212,0.557,0.009000000000000001,0.001,2.7119999999999997
110,110,video10593[1].mp4__frame66.png,0.758,0.36,0.13699999999999998,0.002,0.001,1.902
111,111,video10593[1].mp4__frame88.png,0.895,0.052000000000000005,0.009000000000000001,0.0,0.0,1.026
112,112,video10594[1].mp4__frame110.png,0.017,0.9,0.008,0.013000000000000001,0.001,1.8980000000000001
113,113,video10594[1].mp4__frame132.png,0.017,0.718,0.499,0.042,0.0,3.1180000000000003
114,114,video10594[1].mp4__frame154.png,0.902,0.013999999999999999,0.013999999999999999,0.0,0.0,0.972
115,115,video10594[1].mp4__frame176.png,0.013999999999999999,0.892,0.062,0.003,0.0,1.996
116,116,video10594[1].mp4__frame22.png,0.7240000000000001,0.531,0.002,0.0,0.0,1.7919999999999998
117,117,video10594[1].mp4__frame44.png,0.758,0.47,0.006999999999999999,0.0,0.0,1.719
118,118,video10594[1].mp4__frame66.png,0.8759999999999999,0.13699999999999998,0.011000000000000001,0.0,0.0,1.1829999999999998
119,119,video10594[1].mp4__frame88.png,0.904,0.012,0.001,0.0,0.0,0.9309999999999999
120,120,video10595[2].mp4__frame110.png,0.892,0.06,0.015,0.0,0.001,1.0619999999999998
121,121,video10595[2].mp4__frame132.png,0.758,0.28800000000000003,0.21600000000000003,0.001,0.0,1.986
122,122,video10595[2].mp4__frame154.png,0.737,0.46799999999999997,0.057,0.0,0.0,1.844
123,123,video10595[2].mp4__frame176.png,0.703,0.172,0.43200000000000005,0.0,0.0,2.343
124,124,video10595[2].mp4__frame22.png,0.889,0.083,0.005,0.002,0.0,1.0779999999999998
125,125,video10595[2].mp4__frame44.png,0.005,0.503,0.695,0.091,0.002,3.47
126,126,video10595[2].mp4__frame66.png,0.672,0.414,0.031,0.218,0.002,2.475
127,127,video10595[2].mp4__frame88.png,0.9009999999999999,0.019,0.012,0.0,0.0,0.975
128,128,video11204[2].mp4__frame110.png,0.218,0.8390000000000001,0.063,0.003,0.004,2.117
129,129,video11204[2].mp4__frame132.png,0.0,0.006999999999999999,0.01,0.903,0.002,3.6660000000000004
130,130,video11204[2].mp4__frame154.png,0.0,0.018000000000000002,0.442,0.764,0.011000000000000001,4.473
131,131,video11204[2].mp4__frame176.png,0.0,0.115,0.079,0.862,0.013000000000000001,3.98
132,132,video11204[2].mp4__frame22.png,0.05,0.614,0.21600000000000003,0.478,0.005,3.863
133,133,video11204[2].mp4__frame44.png,0.003,0.031,0.83,0.27699999999999997,0.002,3.673
134,134,video11204[2].mp4__frame66.png,0.7140000000000001,0.441,0.10300000000000001,0.019,0.018000000000000002,2.0709999999999997
135,135,video11204[2].mp4__frame88.png,0.01,0.28,0.7140000000000001,0.29100000000000004,0.015,3.951
136,136,video11205[1].mp4__frame110.png,0.003,0.149,0.599,0.578,0.005,4.4350000000000005
137,137,video11205[1].mp4__frame132.png,0.001,0.021,0.8640000000000001,0.174,0.002,3.341
138,138,video11205[1].mp4__frame154.png,0.0,0.03,0.18899999999999997,0.851,0.027999999999999997,4.1709999999999985
139,139,video11205[1].mp4__frame176.png,0.0,0.052000000000000005,0.011000000000000001,0.895,0.002,3.727
140,140,video11205[1].mp4__frame22.png,0.0,0.0,0.047,0.898,0.002,3.7430000000000003
141,141,video11205[1].mp4__frame44.png,0.001,0.065,0.259,0.8270000000000001,0.0,4.216
142,142,video11205[1].mp4__frame66.png,0.005,0.35100000000000003,0.7609999999999999,0.134,0.005,3.551
143,143,video11205[1].mp4__frame88.png,0.005,0.042,0.387,0.782,0.004,4.398
144,144,video11206[2].mp4__frame110.png,0.133,0.685,0.473,0.017,0.006,3.02
145,145,video11206[2].mp4__frame132.png,0.075,0.564,0.644,0.02,0.01,3.265
146,146,video11206[2].mp4__frame154.png,0.044000000000000004,0.134,0.32799999999999996,0.742,0.035,4.439
147,147,video11206[2].mp4__frame176.png,0.027000000000000003,0.49700000000000005,0.511,0.34700000000000003,0.011000000000000001,3.997
148,148,video11206[2].mp4__frame22.png,0.003,0.336,0.56,0.474,0.009000000000000001,4.296
149,149,video11206[2].mp4__frame44.png,0.0,0.078,0.43700000000000006,0.7340000000000001,0.026000000000000002,4.533
150,150,video11206[2].mp4__frame66.png,0.096,0.493,0.382,0.426,0.016,4.012
151,151,video11206[2].mp4__frame88.png,0.035,0.578,0.6609999999999999,0.011000000000000001,0.009000000000000001,3.263
152,152,video11207[1].mp4__frame110.png,0.04,0.314,0.8029999999999999,0.036000000000000004,0.002,3.2310000000000003
153,153,video11207[1].mp4__frame132.png,0.0,0.022000000000000002,0.6779999999999999,0.569,0.016,4.434
154,154,video11207[1].mp4__frame154.png,0.01,0.89,0.061,0.012,0.002,2.031
155,155,video11207[1].mp4__frame176.png,0.021,0.304,0.7909999999999999,0.08199999999999999,0.017,3.415
156,156,video11207[1].mp4__frame22.png,0.002,0.057,0.855,0.157,0.018000000000000002,3.3989999999999996
157,157,video11207[1].mp4__frame44.png,0.073,0.789,0.276,0.075,0.01,2.829
158,158,video11207[1].mp4__frame66.png,0.133,0.809,0.193,0.049,0.006999999999999999,2.5610000000000004
159,159,video11207[1].mp4__frame88.png,0.006999999999999999,0.068,0.882,0.03,0.018000000000000002,2.999
160,160,video11208[1].mp4__frame110.png,0.011000000000000001,0.068,0.89,0.004,0.006,2.863
161,161,video11208[1].mp4__frame132.png,0.127,0.081,0.862,0.0,0.001,2.88
162,162,video11208[1].mp4__frame154.png,0.321,0.033,0.815,0.001,0.0,2.8360000000000003
163,163,video11208[1].mp4__frame176.png,0.042,0.033,0.889,0.013000000000000001,0.001,2.832
164,164,video11208[1].mp4__frame22.png,0.001,0.004,0.904,0.012,0.001,2.7739999999999996
165,165,video11208[1].mp4__frame44.png,0.001,0.008,0.6509999999999999,0.611,0.013000000000000001,4.479
166,166,video11208[1].mp4__frame66.png,0.01,0.046,0.892,0.019,0.004,2.8739999999999997
167,167,video11208[1].mp4__frame88.png,0.084,0.109,0.861,0.015,0.001,2.95
168,168,video11209[1].mp4__frame110.png,0.28,0.447,0.5770000000000001,0.079,0.003,3.236
169,169,video11209[1].mp4__frame132.png,0.5329999999999999,0.716,0.016,0.0,0.0,2.013
170,170,video11209[1].mp4__frame154.png,0.124,0.312,0.7090000000000001,0.149,0.027999999999999997,3.611
171,171,video11209[1].mp4__frame176.png,0.163,0.33,0.142,0.6579999999999999,0.07,4.231
172,172,video11209[1].mp4__frame22.png,0.0,0.004,0.905,0.004,0.003,2.7539999999999996
173,173,video11209[1].mp4__frame44.png,0.897,0.04,0.006999999999999999,0.002,0.002,1.016
174,174,video11209[1].mp4__frame66.png,0.068,0.852,0.163,0.013000000000000001,0.001,2.318
175,175,video11209[1].mp4__frame88.png,0.015,0.899,0.027999999999999997,0.001,0.0,1.901
176,176,video11210[1].mp4__frame110.png,0.86,0.069,0.139,0.005,0.0,1.435
177,177,video11210[1].mp4__frame132.png,0.017,0.012,0.898,0.012,0.006,2.813
178,178,video11210[1].mp4__frame154.png,0.213,0.135,0.8190000000000001,0.002,0.002,2.958
179,179,video11210[1].mp4__frame176.png,0.096,0.209,0.8340000000000001,0.0,0.001,3.0210000000000004
180,180,video11210[1].mp4__frame22.png,0.017,0.005,0.902,0.002,0.001,2.7460000000000004
181,181,video11210[1].mp4__frame44.png,0.214,0.005,0.762,0.261,0.018000000000000002,3.6439999999999997
182,182,video11210[1].mp4__frame66.png,0.902,0.01,0.018000000000000002,0.0,0.0,0.976
183,183,video11210[1].mp4__frame88.png,0.902,0.001,0.024,0.0,0.0,0.976
184,184,video11211[2].mp4__frame110.png,0.0,0.001,0.732,0.517,0.004,4.2860000000000005
185,185,video11211[2].mp4__frame132.png,0.0,0.0,0.21,0.857,0.015,4.133
186,186,video11211[2].mp4__frame154.png,0.0,0.0,0.905,0.01,0.002,2.765
187,187,video11211[2].mp4__frame176.png,0.0,0.001,0.905,0.008,0.003,2.764
188,188,video11211[2].mp4__frame22.png,0.0,0.013000000000000001,0.899,0.027999999999999997,0.003,2.85
189,189,video11211[2].mp4__frame44.png,0.0,0.0,0.9059999999999999,0.004,0.002,2.744
190,190,video11211[2].mp4__frame66.png,0.0,0.001,0.8859999999999999,0.099,0.008,3.096
191,191,video11211[2].mp4__frame88.png,0.0,0.0,0.852,0.21899999999999997,0.024,3.552
192,192,video11251[1].mp4__frame110.png,0.115,0.054000000000000006,0.096,0.846,0.001,3.9
193,193,video11251[1].mp4__frame132.png,0.0,0.037000000000000005,0.035,0.893,0.0,3.7510000000000003
194,194,video11251[1].mp4__frame154.png,0.503,0.24100000000000002,0.127,0.524,0.001,3.467
195,195,video11251[1].mp4__frame176.png,0.009000000000000001,0.068,0.044000000000000004,0.882,0.002,3.815
196,196,video11251[1].mp4__frame22.png,0.001,0.006999999999999999,0.016,0.902,0.001,3.676
197,197,video11251[1].mp4__frame44.png,0.9009999999999999,0.002,0.002,0.026000000000000002,0.0,1.015
198,198,video11251[1].mp4__frame66.png,0.907,0.0,0.0,0.0,0.0,0.907
199,199,video11251[1].mp4__frame88.png,0.867,0.055999999999999994,0.042,0.08800000000000001,0.0,1.457
200,200,video11252[1].mp4__frame110.png,0.7759999999999999,0.376,0.079,0.0,0.001,1.77
201,201,video11252[1].mp4__frame132.png,0.0,0.008,0.337,0.7290000000000001,0.22,5.043
202,202,video11252[1].mp4__frame154.png,0.0,0.001,0.42,0.748,0.09,4.704
203,203,video11252[1].mp4__frame176.png,0.024,0.209,0.846,0.027999999999999997,0.003,3.1069999999999998
204,204,video11252[1].mp4__frame22.png,0.001,0.013999999999999999,0.743,0.44299999999999995,0.063,4.3450000000000015
205,205,video11252[1].mp4__frame44.png,0.0,0.013999999999999999,0.764,0.29,0.18899999999999997,4.425
206,206,video11252[1].mp4__frame66.png,0.005,0.45399999999999996,0.009000000000000001,0.764,0.001,4.001
207,207,video11252[1].mp4__frame88.png,0.6829999999999999,0.5770000000000001,0.016,0.0,0.0,1.885
208,208,video11253[1].mp4__frame110.png,0.904,0.015,0.001,0.0,0.0,0.937
209,209,video11253[1].mp4__frame132.png,0.903,0.006,0.016,0.0,0.0,0.963
210,210,video11253[1].mp4__frame154.png,0.111,0.484,0.696,0.009000000000000001,0.0,3.2030000000000003
211,211,video11253[1].mp4__frame176.png,0.006,0.327,0.82,0.006,0.0,3.1439999999999997
212,212,video11253[1].mp4__frame22.png,0.002,0.131,0.879,0.005,0.0,2.9210000000000003
213,213,video11253[1].mp4__frame44.png,0.052000000000000005,0.816,0.302,0.0,0.0,2.59
214,214,video11253[1].mp4__frame66.png,0.847,0.043,0.21600000000000003,0.0,0.0,1.581
215,215,video11253[1].mp4__frame88.png,0.873,0.06,0.10300000000000001,0.0,0.0,1.3019999999999998
216,216,video11254[2].mp4__frame110.png,0.027999999999999997,0.42100000000000004,0.741,0.07400000000000001,0.005,3.414
217,217,video11254[2].mp4__frame132.png,0.012,0.8320000000000001,0.125,0.17300000000000001,0.004,2.7630000000000003
218,218,video11254[2].mp4__frame154.png,0.003,0.618,0.6509999999999999,0.006999999999999999,0.0,3.22
219,219,video11254[2].mp4__frame176.png,0.151,0.875,0.0,0.002,0.0,1.909
220,220,video11254[2].mp4__frame22.png,0.0,0.14,0.871,0.032,0.0,3.0210000000000004
221,221,video11254[2].mp4__frame44.png,0.008,0.6890000000000001,0.366,0.259,0.006999999999999999,3.555
222,222,video11254[2].mp4__frame66.png,0.001,0.33,0.7390000000000001,0.205,0.009000000000000001,3.7430000000000003
223,223,video11254[2].mp4__frame88.png,0.092,0.889,0.001,0.0,0.0,1.8730000000000002
224,224,video11255[2].mp4__frame110.png,0.086,0.006999999999999999,0.077,0.8640000000000001,0.031,3.942
225,225,video11255[2].mp4__frame132.png,0.006,0.001,0.019,0.9009999999999999,0.006,3.699
226,226,video11255[2].mp4__frame154.png,0.008,0.002,0.004,0.904,0.005,3.665
227,227,video11255[2].mp4__frame176.png,0.677,0.027000000000000003,0.16699999999999998,0.375,0.094,3.202
228,228,video11255[2].mp4__frame22.png,0.737,0.10400000000000001,0.147,0.27899999999999997,0.026000000000000002,2.632
229,229,video11255[2].mp4__frame44.png,0.818,0.06,0.040999999999999995,0.24600000000000002,0.006999999999999999,2.08
230,230,video11255[2].mp4__frame66.png,0.436,0.005,0.377,0.49700000000000005,0.095,4.04
231,231,video11255[2].mp4__frame88.png,0.247,0.013000000000000001,0.32299999999999995,0.698,0.046,4.2639999999999985
232,232,video11256[2].mp4__frame110.png,0.8740000000000001,0.006999999999999999,0.016,0.128,0.005,1.473
233,233,video11256[2].mp4__frame132.png,0.888,0.006999999999999999,0.005,0.081,0.003,1.256
234,234,video11256[2].mp4__frame154.png,0.7809999999999999,0.057999999999999996,0.018000000000000002,0.349,0.02,2.447
235,235,video11256[2].mp4__frame176.png,0.894,0.024,0.004,0.034,0.003,1.105
236,236,video11256[2].mp4__frame22.png,0.898,0.006999999999999999,0.01,0.021,0.006999999999999999,1.061
237,237,video11256[2].mp4__frame44.png,0.8690000000000001,0.016,0.003,0.155,0.003,1.545
238,238,video11256[2].mp4__frame66.png,0.884,0.02,0.005,0.086,0.002,1.2930000000000001
239,239,video11256[2].mp4__frame88.png,0.805,0.008,0.012,0.35700000000000004,0.005,2.31
240,240,video11344.mp4__frame110.png,0.033,0.8759999999999999,0.092,0.023,0.003,2.168
241,241,video11344.mp4__frame132.png,0.016,0.11699999999999999,0.03,0.868,0.022000000000000002,3.922
242,242,video11344.mp4__frame154.png,0.0,0.26,0.057,0.8290000000000001,0.002,4.017
243,243,video11344.mp4__frame176.png,0.001,0.149,0.638,0.537,0.003,4.376
244,244,video11344.mp4__frame22.png,0.0,0.005,0.042,0.898,0.0,3.728
245,245,video11344.mp4__frame44.png,0.0,0.0,0.013000000000000001,0.904,0.0,3.655
246,246,video11344.mp4__frame66.png,0.009000000000000001,0.675,0.47200000000000003,0.161,0.005,3.444
247,247,video11344.mp4__frame88.png,0.002,0.863,0.036000000000000004,0.166,0.001,2.505
248,248,video11345.mp4__frame110.png,0.09699999999999999,0.884,0.013999999999999999,0.003,0.0,1.919
249,249,video11345.mp4__frame132.png,0.305,0.76,0.192,0.003,0.001,2.418
250,250,video11345.mp4__frame154.png,0.002,0.35,0.68,0.3,0.003,3.957
251,251,video11345.mp4__frame176.png,0.004,0.68,0.2,0.44,0.001,3.7289999999999996
252,252,video11345.mp4__frame22.png,0.32799999999999996,0.8170000000000001,0.021,0.0,0.001,2.03
253,253,video11345.mp4__frame44.png,0.009000000000000001,0.523,0.6990000000000001,0.051,0.004,3.3760000000000003
254,254,video11345.mp4__frame66.png,0.013999999999999999,0.41100000000000003,0.746,0.087,0.009000000000000001,3.467
255,255,video11345.mp4__frame88.png,0.011000000000000001,0.08,0.752,0.37200000000000005,0.048,4.155
256,256,video11346.mp4__frame110.png,0.019,0.581,0.606,0.12300000000000001,0.0,3.491
257,257,video11346.mp4__frame132.png,0.013000000000000001,0.718,0.29100000000000004,0.285,0.0,3.462
258,258,video11346.mp4__frame154.png,0.006999999999999999,0.08199999999999999,0.46,0.727,0.001,4.464
259,259,video11346.mp4__frame176.png,0.001,0.08199999999999999,0.8240000000000001,0.249,0.002,3.6430000000000002
260,260,video11346.mp4__frame22.png,0.001,0.903,0.019,0.0,0.0,1.864
261,261,video11346.mp4__frame44.png,0.075,0.607,0.5720000000000001,0.062,0.017,3.338
262,262,video11346.mp4__frame66.png,0.003,0.638,0.36700000000000005,0.34600000000000003,0.006,3.794
263,263,video11346.mp4__frame88.png,0.001,0.853,0.226,0.012,0.0,2.4330000000000003
264,264,video11347.mp4__frame110.png,0.02,0.7240000000000001,0.513,0.004,0.002,3.033
265,265,video11347.mp4__frame132.png,0.003,0.349,0.096,0.7709999999999999,0.023,4.1880000000000015
266,266,video11347.mp4__frame154.png,0.001,0.8029999999999999,0.237,0.156,0.002,2.952
267,267,video11347.mp4__frame176.png,0.01,0.9,0.024,0.002,0.0,1.89
268,268,video11347.mp4__frame22.png,0.001,0.45799999999999996,0.287,0.614,0.003,4.249
269,269,video11347.mp4__frame44.png,0.002,0.319,0.789,0.10099999999999999,0.006,3.4410000000000003
270,270,video11347.mp4__frame66.png,0.004,0.7490000000000001,0.444,0.057,0.0,3.0620000000000003
271,271,video11347.mp4__frame88.png,0.191,0.606,0.525,0.03,0.001,3.103
272,272,video11348.mp4__frame110.png,0.009000000000000001,0.8859999999999999,0.065,0.023,0.006999999999999999,2.103
273,273,video11348.mp4__frame132.png,0.012,0.8590000000000001,0.13,0.066,0.011000000000000001,2.4390000000000005
274,274,video11348.mp4__frame154.png,0.134,0.21600000000000003,0.816,0.01,0.001,3.0589999999999997
275,275,video11348.mp4__frame176.png,0.011000000000000001,0.888,0.077,0.008,0.002,2.06
276,276,video11348.mp4__frame22.png,0.11900000000000001,0.752,0.055999999999999994,0.306,0.039,3.2099999999999995
277,277,video11348.mp4__frame44.png,0.111,0.809,0.24600000000000002,0.011000000000000001,0.011000000000000001,2.5660000000000003
