ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
cjua8nxcm0ifb07553lszz3zx,cjsdreh7oa79o0bqplzmbbt9m,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fcbd7cd2e-1520-a68a-5e2f-8f75b15d4efe-video33327.mp4__frame154.png,"{""quality_level"":""quality_1"",""quadrant"":""unknown""}",john.cull@prismahealth.org,FAST,1554841803000,1555607913000,21.456,video33327.mp4__frame154.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8nxcm0ifb07553lszz3zx
cjua8o16t0nhz0817tpz8blpa,cjsdreh7oa79s0bqpqab4vcji,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F6387d5c9-3e7c-b67c-99b2-89fb3aac32f0-video33327.mp4__frame176.png,"{""quality_level"":""quality_1"",""quadrant"":""unknown""}",john.cull@prismahealth.org,FAST,1554841808000,1555607919000,4.643,video33327.mp4__frame176.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8o16t0nhz0817tpz8blpa
cjua8ocen0tnw0850hf49fmis,cjsdreh7oa79w0bqpt0xxvgi4,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F9c91d0c6-1654-fc80-2ee3-3f0b8d8a3a88-video33328.mp4__frame22.png,Skip,john.cull@prismahealth.org,FAST,1554841822000,1555607932000,13.936,video33328.mp4__frame22.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8ocen0tnw0850hf49fmis
cjua8oes813iz0801x1f2dkqv,cjsdreh7oa7a00bqpjffqqp8h,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fb7f4f232-abf1-f8a6-6720-e2511fbc29d8-video33328.mp4__frame44.png,Skip,john.cull@prismahealth.org,FAST,1554841825000,1555607938000,2.815,video33328.mp4__frame44.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8oes813iz0801x1f2dkqv
cjua8ogw90npy0817xr6hoo1e,cjsdreh7oa7a40bqp0vcg8nu2,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Ff6a902b1-34e7-3ed3-aea9-ce6cb4f71835-video33328.mp4__frame66.png,Skip,john.cull@prismahealth.org,FAST,1554841828000,1555607961000,1.777,video33328.mp4__frame66.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8ogw90npy0817xr6hoo1e
cjua8oi7s0nrc0817gt764jc3,cjsdreh7oa7a80bqp0qxfr25m,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F1d7f25d2-190d-e4b8-bbcf-9e25ee620a8e-video33328.mp4__frame88.png,Skip,john.cull@prismahealth.org,FAST,1554841830000,1555607966000,1.432,video33328.mp4__frame88.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8oi7s0nrc0817gt764jc3
cjua8ojxm0nsz0817fk9eq0af,cjsdreh7oa7ac0bqp6m40jos0,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F4cdbc629-56d9-3810-2343-e86d9ef4a3dd-video33328.mp4__frame110.png,Skip,john.cull@prismahealth.org,FAST,1554841832000,1555607975000,1.955,video33328.mp4__frame110.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8ojxm0nsz0817fk9eq0af
cjua8ol9j0ntv0817wh7a81tg,cjsdreh7oa7ag0bqpsgbm64ty,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fa112f3c1-106b-5771-13c6-902e4d72361d-video33328.mp4__frame132.png,Skip,john.cull@prismahealth.org,FAST,1554841834000,1555607981000,1.427,video33328.mp4__frame132.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8ol9j0ntv0817wh7a81tg
cjua8omnf0tsg0850mloei2bb,cjsdreh7oa7ak0bqpfjoxvfsa,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F46998c5d-6c13-f7fa-b3b5-488674bc5a9f-video33328.mp4__frame154.png,Skip,john.cull@prismahealth.org,FAST,1554841836000,1555607985000,1.512,video33328.mp4__frame154.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8omnf0tsg0850mloei2bb
cjua8oohq0vb808188s2xwguu,cjsdreh7oa7ao0bqplh4xlj1m,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F8a1e9b93-a921-fa7c-726a-46cb43dad44d-video33328.mp4__frame176.png,Skip,john.cull@prismahealth.org,FAST,1554841838000,1555607990000,1.958,video33328.mp4__frame176.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8oohq0vb808188s2xwguu
cjua8oqt40vd20818wn1m1ruv,cjsdreh7oa7as0bqp862n1x1b,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fab90587d-6ac6-a7eb-9632-7ee54dd53372-video33329.mp4__frame22.png,Skip,john.cull@prismahealth.org,FAST,1554841841000,1555607998000,2.755,video33329.mp4__frame22.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8oqt40vd20818wn1m1ruv
cjua8osc10v9t0871sj8gh0qg,cjsdreh7oa7aw0bqppmklnld9,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F3b68c495-835f-e8fe-eac1-3f322b1a227a-video33329.mp4__frame44.png,Skip,john.cull@prismahealth.org,FAST,1554841843000,1555608003000,1.745,video33329.mp4__frame44.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8osc10v9t0871sj8gh0qg
cjua8otyt0vem0818g44q6yls,cjsdreh7oa7b00bqp6z25uj1a,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F6c149b7a-f823-4ada-e0d5-34e25de57217-video33329.mp4__frame66.png,Skip,john.cull@prismahealth.org,FAST,1554841845000,1555608054000,1.855,video33329.mp4__frame66.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8otyt0vem0818g44q6yls
cjua8ov1p0vfd0818mt6mo14g,cjsdreh7oa7b40bqpf2vv6okv,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F6fb1fd13-9f20-1eb8-be74-773b064fe1f2-video33329.mp4__frame88.png,Skip,john.cull@prismahealth.org,FAST,1554841847000,1555608064000,1.162,video33329.mp4__frame88.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8ov1p0vfd0818mt6mo14g
cjua8ow600j2w0755ytae098t,cjsdreh7oa7b80bqph3pp81za,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fe6ee170c-7882-a00f-7b41-12127979a37c-video33329.mp4__frame110.png,Skip,john.cull@prismahealth.org,FAST,1554841848000,1555608070000,1.176,video33329.mp4__frame110.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8ow600j2w0755ytae098t
cjua8oxxt0vej0871oh4odcvv,cjsdreh7oa7bc0bqpx14evg93,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F4ce91af1-13d3-46a8-d3ca-cf08066a9c81-video33329.mp4__frame132.png,Skip,john.cull@prismahealth.org,FAST,1554841850000,1555608074000,1.357,video33329.mp4__frame132.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8oxxt0vej0871oh4odcvv
cjua8oyvi0vih081836d3x02k,cjsdreh7oa7bg0bqp0jfx0mx9,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fd900ae3d-c830-952e-aaa3-6b0a5f84cb1c-video33329.mp4__frame154.png,Skip,john.cull@prismahealth.org,FAST,1554841852000,1555608086000,0.843,video33329.mp4__frame154.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8oyvi0vih081836d3x02k
cjua8ozxy0j7c07554wmv0z32,cjsdreh7oa7bk0bqpmuiqij2f,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fe08667ef-1232-cd7c-f79f-0572e16fcf75-video33329.mp4__frame176.png,Skip,john.cull@prismahealth.org,FAST,1554841853000,1555608090000,1.139,video33329.mp4__frame176.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8ozxy0j7c07554wmv0z32
cjua8p14h0vh00871j7tif12y,cjsdreh7oa7bo0bqp9894tx4b,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F5f74a073-4fbb-0df2-4a59-96e6cfe682a5-video33330.mp4__frame22.png,Skip,john.cull@prismahealth.org,FAST,1554841854000,1555608096000,1.15,video33330.mp4__frame22.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8p14h0vh00871j7tif12y
cjua8p28a0o4e0817y9b7hlwu,cjsdreh7oa7bs0bqpj46i9t01,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F7477ccd5-7b28-48d3-5ba5-b4610d5e76b2-video33330.mp4__frame44.png,Skip,john.cull@prismahealth.org,FAST,1554841856000,1555608104000,1.195,video33330.mp4__frame44.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8p28a0o4e0817y9b7hlwu
cjua8pakh0o6w0817oq5sk0h1,cjsdreh7oa7bw0bqpqyjqgxks,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fc6d1ecd8-017d-f73d-864d-38bb6e250208-video33330.mp4__frame66.png,Skip,john.cull@prismahealth.org,FAST,1554841867000,1555608110000,10.456,video33330.mp4__frame66.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8pakh0o6w0817oq5sk0h1
cjua8pbnh0von0871wuufsuf5,cjsdreh7oa7c00bqprh45ilt8,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fa75125f3-c886-817a-c525-5888e0b6ea9b-video33330.mp4__frame88.png,Skip,john.cull@prismahealth.org,FAST,1554841868000,1555608119000,1.172,video33330.mp4__frame88.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8pbnh0von0871wuufsuf5
cjua8pcrq0pod0987mepw5m6u,cjsdreh7oa7c40bqpjdeifv5x,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fe27c7a47-2d82-8d36-f957-75e4125c89a2-video33330.mp4__frame110.png,Skip,john.cull@prismahealth.org,FAST,1554841870000,1555608125000,1.222,video33330.mp4__frame110.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8pcrq0pod0987mepw5m6u
cjua8pe5d0vqw0818wu830l0s,cjsdreh7oa7c80bqpnf4z47iy,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F4744b1d3-73ac-634b-94ac-3cc978a8d854-video33330.mp4__frame132.png,Skip,john.cull@prismahealth.org,FAST,1554841871000,1555608130000,1.529,video33330.mp4__frame132.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8pe5d0vqw0818wu830l0s
cjua8phsn0ob30817bs0pqiun,cjsdreh7oa7cc0bqpr3fd3bnc,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F2a97a99a-28b1-a074-708f-7eaaea12d64b-video33330.mp4__frame154.png,Skip,john.cull@prismahealth.org,FAST,1554841876000,1555608158000,4.073,video33330.mp4__frame154.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8phsn0ob30817bs0pqiun
cjua8piyz0oby0817xydci1lk,cjsdreh7oa7cg0bqp4b2wndta,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F471a74c4-9d55-63f9-4bbc-d6b9ba3e7f43-video33330.mp4__frame176.png,Skip,john.cull@prismahealth.org,FAST,1554841878000,1555608162000,1.243,video33330.mp4__frame176.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8piyz0oby0817xydci1lk
cjua8pkbf14620801jr0u479j,cjsdreh7oa7ck0bqpkur22r67,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fea15aa63-ef04-940a-665c-6d253a23e3aa-video33347.mp4__frame22.png,Skip,john.cull@prismahealth.org,FAST,1554841879000,1555608175000,1.477,video33347.mp4__frame22.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8pkbf14620801jr0u479j
cjua8plfo0oey0817f0fb9b40,cjsdreh7pa7co0bqphim7hd29,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F445ba798-9bfe-34e1-8b92-28f67517d4e1-video33347.mp4__frame44.png,Skip,john.cull@prismahealth.org,FAST,1554841881000,1555608185000,1.195,video33347.mp4__frame44.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8plfo0oey0817f0fb9b40
cjua8pmjc148t0801ec9m4knj,cjsdreh7pa7cs0bqpb5cbf2uz,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fba83ff20-ea65-071a-052e-1c74793685f6-video33347.mp4__frame66.png,Skip,john.cull@prismahealth.org,FAST,1554841882000,1555608189000,1.171,video33347.mp4__frame66.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8pmjc148t0801ec9m4knj
cjua8pnrg0pvr0987isdof1j2,cjsdreh7pa7cw0bqp55btws3d,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fd57ae0d1-5114-a0b2-0bcc-7efaf415be24-video33347.mp4__frame88.png,Skip,john.cull@prismahealth.org,FAST,1554841884000,1555608205000,1.366,video33347.mp4__frame88.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8pnrg0pvr0987isdof1j2
cjua8poyy0vw10871d9t5eq55,cjsdreh7pa7d00bqpxqf1uog6,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F645bfa1c-6549-1de1-3784-ebf5c259326b-video33347.mp4__frame110.png,Skip,john.cull@prismahealth.org,FAST,1554841885000,1555608218000,1.299,video33347.mp4__frame110.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8poyy0vw10871d9t5eq55
cjua8pq5r0vy00818f8wofk54,cjsdreh7pa7d40bqpptjj6b2i,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fba810c36-9bef-4c12-a533-9fb98f50c1b4-video33348.mp4__frame22.png,Skip,john.cull@prismahealth.org,FAST,1554841887000,1555608248000,1.275,video33348.mp4__frame22.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8pq5r0vy00818f8wofk54
cjua8pshi0jme0755kndkkb4t,cjsdreh7qa7d80bqp4dbt0w2g,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F7329d5dd-041e-0cf7-eadd-31d13aae5f25-video33348.mp4__frame44.png,Skip,john.cull@prismahealth.org,FAST,1554841890000,1555608255000,1.256,video33348.mp4__frame44.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8pshi0jme0755kndkkb4t
cjua8pu6314dm0801xirmt6qs,cjsdreh7qa7dc0bqpn3mhjqlg,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F0e186710-c396-a98b-e133-ec596ff9f1e2-video33348.mp4__frame66.png,Skip,john.cull@prismahealth.org,FAST,1554841892000,1555608260000,1.954,video33348.mp4__frame66.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8pu6314dm0801xirmt6qs
cjua8pw5614fi0801jagdlzn5,cjsdreh7qa7dg0bqpvuq8kbu7,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F9e55589b-0064-e3b8-dd7b-80d4f5802b57-video33348.mp4__frame88.png,Skip,john.cull@prismahealth.org,FAST,1554841895000,1555608266000,2.272,video33348.mp4__frame88.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8pw5614fi0801jagdlzn5
cjua8pxnk0q1t0987d3759hfo,cjsdreh7qa7dk0bqpr2v27e63,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F92e6fff4-abce-8bd7-bbe6-9e4121e75e7f-video33348.mp4__frame110.png,Skip,john.cull@prismahealth.org,FAST,1554841897000,1555608300000,1.386,video33348.mp4__frame110.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8pxnk0q1t0987d3759hfo
cjua8pzdj0ole08174wvs2zqg,cjsdreh7qa7do0bqpkgqzoo0y,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F9007ca41-d970-c313-83e3-bb1ca0dbb33a-video33349.mp4__frame22.png,Skip,john.cull@prismahealth.org,FAST,1554841899000,1555608389000,1.997,video33349.mp4__frame22.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8pzdj0ole08174wvs2zqg
cjua8q0wz0w3s08714dal2b5a,cjsdreh7qa7ds0bqpemgjg3o5,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F5d597673-13d6-5ceb-1d16-1c8853d89e94-video33349.mp4__frame44.png,Skip,john.cull@prismahealth.org,FAST,1554841901000,1555608410000,1.651,video33349.mp4__frame44.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8q0wz0w3s08714dal2b5a
cjua8q27l14jd08014n2lug6a,cjsdreh7qa7dw0bqp18ahjzod,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fa053e74a-9257-6936-8614-7ceaac5d3b8d-video33349.mp4__frame66.png,Skip,john.cull@prismahealth.org,FAST,1554841903000,1555608415000,1.453,video33349.mp4__frame66.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8q27l14jd08014n2lug6a
cjua8q3hq0q5u0987yjod7jna,cjsdreh7qa7e00bqp30317xuz,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F9be84187-70cf-0428-8c15-55c7f8cca051-video33349.mp4__frame88.png,Skip,john.cull@prismahealth.org,FAST,1554841904000,1555608435000,1.243,video33349.mp4__frame88.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8q3hq0q5u0987yjod7jna
cjua8q4l70opr0817j5wpxkdd,cjsdreh7qa7e40bqp6opyymlm,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fe57a5a18-9573-ed3e-f7be-4ab699059f7e-video33349.mp4__frame110.png,Skip,john.cull@prismahealth.org,FAST,1554841906000,1555608439000,1.183,video33349.mp4__frame110.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8q4l70opr0817j5wpxkdd
cjua8qcvd0jxu0755b5jgq14o,cjsdreh7qa7e80bqp40t4krk1,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Ff7b17ea2-4e8b-b42e-9b8c-9f75dfee9752-video33350.mp4__frame22.png,Skip,john.cull@prismahealth.org,FAST,1554841916000,1555608458000,8.71,video33350.mp4__frame22.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjua8qcvd0jxu0755b5jgq14o
